2014-03-21 12:49:23,716 [New I/O client worker #8-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/plugins/maven-surefire-plugin/2.10/maven-surefire-plugin-2.10.pom
2014-03-21 12:49:23,843 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,018 [New I/O client worker #9-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/maven-archiver/2.4.2/maven-archiver-2.4.2.pom
2014-03-21 12:49:24,020 [New I/O client worker #9-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/maven-archiver/2.4.2/maven-archiver-2.4.2.pom
2014-03-21 12:49:24,086 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,103 [New I/O client worker #10-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-archiver/2.0.1/plexus-archiver-2.0.1.pom
2014-03-21 12:49:24,104 [New I/O client worker #10-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-archiver/2.0.1/plexus-archiver-2.0.1.pom
2014-03-21 12:49:24,123 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,225 [New I/O client worker #11-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/spice/spice-parent/17/spice-parent-17.pom
2014-03-21 12:49:24,226 [New I/O client worker #11-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/spice/spice-parent/17/spice-parent-17.pom
2014-03-21 12:49:24,251 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,267 [New I/O client worker #12-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/forge/forge-parent/10/forge-parent-10.pom
2014-03-21 12:49:24,274 [New I/O client worker #12-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/forge/forge-parent/10/forge-parent-10.pom
2014-03-21 12:49:24,292 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,305 [New I/O client worker #13-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-utils/3.0/plexus-utils-3.0.pom
2014-03-21 12:49:24,306 [New I/O client worker #13-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-utils/3.0/plexus-utils-3.0.pom
2014-03-21 12:49:24,321 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,331 [New I/O client worker #14-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/spice/spice-parent/16/spice-parent-16.pom
2014-03-21 12:49:24,336 [New I/O client worker #14-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/sonatype/spice/spice-parent/16/spice-parent-16.pom
2014-03-21 12:49:24,490 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,548 [New I/O client worker #15-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-io/2.0.1/plexus-io-2.0.1.pom
2014-03-21 12:49:24,549 [New I/O client worker #15-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-io/2.0.1/plexus-io-2.0.1.pom
2014-03-21 12:49:24,564 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,577 [New I/O client worker #16-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-components/1.1.19/plexus-components-1.1.19.pom
2014-03-21 12:49:24,577 [New I/O client worker #16-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-components/1.1.19/plexus-components-1.1.19.pom
2014-03-21 12:49:24,592 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,603 [New I/O client worker #17-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus/3.0.1/plexus-3.0.1.pom
2014-03-21 12:49:24,614 [New I/O client worker #17-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus/3.0.1/plexus-3.0.1.pom
2014-03-21 12:49:24,662 [Worker-4] INFO  c.n.h.c.p.n.NettyAsyncHttpProvider - Number of application's worked threads is 8
2014-03-21 12:49:24,695 [New I/O client worker #18-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/maven-archiver/2.4.2/maven-archiver-2.4.2.jar
2014-03-21 12:49:24,698 [New I/O client worker #18-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-archiver/2.0.1/plexus-archiver-2.0.1.jar
2014-03-21 12:49:24,702 [New I/O client worker #18-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-utils/3.0/plexus-utils-3.0.jar
2014-03-21 12:49:24,702 [New I/O client worker #18-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-io/2.0.1/plexus-io-2.0.1.jar
2014-03-21 12:49:24,711 [New I/O client worker #18-1] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/apache/maven/maven-archiver/2.4.2/maven-archiver-2.4.2.jar
2014-03-21 12:49:24,995 [New I/O client worker #18-3] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-io/2.0.1/plexus-io-2.0.1.jar
2014-03-21 12:49:25,248 [New I/O client worker #18-2] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-archiver/2.0.1/plexus-archiver-2.0.1.jar
2014-03-21 12:49:25,511 [New I/O client worker #18-4] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded http://vmtilcara.servers.despegar.it/nexus/content/groups/proxies/org/codehaus/plexus/plexus-utils/3.0/plexus-utils-3.0.jar
2014-03-21 12:49:26,296 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /minesweeper/src/main/java
2014-03-21 12:49:26,296 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /minesweeper/src/main/resources
2014-03-21 12:49:26,297 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding source folder /minesweeper/src/test/java
2014-03-21 12:49:26,297 [Worker-4] INFO  o.e.m.j.i.AbstractJavaProjectConfigurator - Adding resource folder /minesweeper/src/test/resources
2014-03-21 12:49:26,360 [Worker-4] INFO  o.e.m.c.i.p.ProjectConfigurationManager - Update completed: 2 sec
2014-03-21 12:49:26,529 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-21 12:49:26,531 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-21 12:49:26,535 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-21 12:49:26,537 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 09:37:10,641 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 09:37:10,684 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 09:37:10,691 [Worker-1] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 09:37:10,692 [Worker-1] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:03:05,216 [Worker-9] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.despegar.finalproyect:minesweeper:0.0.1-SNAPSHOT @ C:\Jovenes Alto Vuelo\minesweeper\pom.xml.
2014-03-25 10:03:05,450 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:03:05,452 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:03:05,454 [Worker-9] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:03:05,455 [Worker-9] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:04:35,543 [Worker-10] INFO  o.e.m.c.i.l.LifecycleMappingFactory - Using org.eclipse.m2e.jdt.JarLifecycleMapping lifecycle mapping for MavenProject: com.despegar.finalproyect:minesweeper:0.0.1-SNAPSHOT @ C:\Jovenes Alto Vuelo\minesweeper\pom.xml.
2014-03-25 10:04:35,593 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:04:35,594 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:04:35,598 [Worker-10] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:04:35,599 [Worker-10] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:05:19,049 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:05:19,052 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:05:19,055 [Worker-12] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:05:19,058 [Worker-12] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:05:20,134 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
2014-03-25 10:05:20,136 [Worker-7] INFO  o.e.m.c.i.embedder.EclipseLogger - Copying 0 resource
2014-03-25 10:05:20,139 [Worker-7] WARN  o.e.m.c.i.embedder.EclipseLogger - Using platform encoding (Cp1252 actually) to copy filtered resources, i.e. build is platform dependent!
